id,section,difficulty,question_no,type,question,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_I,answer,source_answer,validation_note,validation_source,source_file
S118Q06,118,hard,6,TC3,"Media stories about climate regularly use spokespeople from interest groups as sources, but what those individuals say is often (i)_____, citing results from scientific research in a highly (ii)_____ manner and (iii)_____ the caveats that are part of a full scientific assessment.",ingenuous,maladroit,tendentious,erudite,selective,perspicuous,parsing,omitting,anticipating,C|E|H,C|E|H,,,TCSE_101-150.pdf
S118Q07,118,hard,7,SE,It is an ironic reversal that just those politicians who most vociferously _____ the distorting complexities of the country’s tax system are now the ones embracing an agreement that worsens the mess.,espoused,disregarded,lambasted,eschewed,derided,ignored,,,,C|E,C|E,,,TCSE_101-150.pdf
S118Q08,118,hard,8,SE,There is very little _____ in culture: an art form or a practice (or a language or an institution) can become extinct in a generation if it does not evolve.,inertia,homogeneity,symbiosis,stasis,cooperation,waste,,,,A|D,A|D,,,TCSE_101-150.pdf
S118Q09,118,hard,9,SE,"Climate change without the Arctic is a recognized _____ change elsewhere: around the world, ocean levels and daily weather are interconnected with the fortunes of a region that was, until recently, largely ignored.",catalyst for,factor in,measure of,outcome of,metaphor for,index of,,,,A|B,A|B,,,TCSE_101-150.pdf
S118Q10,118,hard,10,SE,"In spite of being one of the world’s biggest _____ of fossil fuels, the firm has made some environmentally responsible investments.",buyers,purveyors,disparagers,exploiters,suppliers,maligners,,,,B|E,B|E,,,TCSE_101-150.pdf
S119Q01,119,hard,1,TC1,"The notion that the director is the center of the team has been ______, but in fact it has not been accepted by academia.",rejected,proven,abnegated,enduring,presented,,,,,D,D,,,TCSE_101-150.pdf
S119Q02,119,hard,2,TC1,"The paradoxical characteristic of the reliable employee Donna is her ______, as we consider her usual feigning illness to escape from her labor.",halcyon,charlatan,malingering,retribution,earnestness,,,,,C,C,,,TCSE_101-150.pdf
S119Q03,119,hard,3,TC2,"Though the play crackles with humor, the dialogue is less (i)_____ when it comes to the drama’s emotional core. There the players tend to spell out their emotions in (ii)_____ aphorisms, and repeat them as necessary.",adroit,ambiguous,transparent,shrewd,jejune,riotous,,,,A|E,A|E,,,TCSE_101-150.pdf
S119Q04,119,hard,4,TC2,"If all stars are fiery gas balls like our own sun, and if the principle that the situation of our own solar system is not (i)_____ is (ii)_____, then one might think that many other stars should be surrounded by a retinue of planets and moons.",obvious,permanent,special,true,redundant,tested,,,,C|D,C|D,,,TCSE_101-150.pdf
S119Q05,119,hard,5,TC3,"For Ruskin, architecture serves the community only when approached in a spirit of piety and (i)_____. Architecture must set effective boundaries to public space, and it does so by (ii)_____ the desire to show off, to stand out, to record the artistic flair of some temporary ego. Architecture succeeds in its public task through (iii)_____ and devotion, of the kind that can be observed in the moulding, firing and laying of a properly proportioned brick, but which is violated at every point by Frank Gehry’s bombastic Guggenheim Museum in Bilbao.",altruism,sanctimony,sacrifice,retrieving,fastening,relinquishing,humility,demise,braggadocio,C|F|G,C|F|G,,,TCSE_101-150.pdf
S119Q06,119,hard,6,TC3,"The fall of the monarchical order produced a score of fragile successor states in Europe that (i)_____ ethnic discontent and revanchism. This (ii)_____, when fused with those states’ inherent feebleness, make for power voids and political (iii)_____.",kept down,overshadowed,simmered with,cosmopolitanism,hierarchy,volatility,cures,fluidities,redundancies,C|F|H,C|F|H,,,TCSE_101-150.pdf
S119Q07,119,hard,7,SE,"The use of retail coupons is commonly touted as a consumer benefit, discounting the price on an item; however, if the coupon relates to an item that the consumer neither needs nor wants, the discount is _____.",immaterial,reduced,diminished,offset,irrelevant,unnecessary,,,,A|E,A|E,,,TCSE_101-150.pdf
S119Q08,119,hard,8,SE,"During the fifteenth century, three aspects of the mathematical sciences were usually singled out as _____: their preparatory value for the study of philosophy, their practical advantage for the community, and their antiquity.",estimated,superlative,inflated,praiseworthy,unique,adventitious,,,,B|D,B|D,,,TCSE_101-150.pdf
S119Q09,119,hard,9,SE,Most of the drugs used to treat celiac disease that are now in development would not eliminate the need for a gluten-free diet but would help _____ symptoms when some gluten is unintentionally ingested.,diagnose,extirpate,allay,palliate,ascertain,undermine,,,,C|D,C|D,,,TCSE_101-150.pdf
S119Q10,119,hard,10,SE,"It is true that science, and more particularly scientists, _____ cherished paradigms with great reluctance and that when they do, scientific revolutions may result.",unify,share,cede,embrace,dismantle,relinquish,,,,C|F,C|F,,,TCSE_101-150.pdf
S120Q01,120,medium,1,TC1,"Except for the special circumstance in which historians record events they themselves have witnessed, scholars can only obtain historical facts through ______ sources.",biased,first-handed,written,unreliable,intermediary,,,,,E,E,,,TCSE_101-150.pdf
S120Q02,120,medium,2,TC1,"As a result of lacking a strong opposing organization to ______, the chief focused their rancor on one another at the conference where the issues were put forward and intended to be resolved.",immolate,excoriate,parley,exterminate,collaborate,,,,,B,B,,,TCSE_101-150.pdf
S120Q03,120,medium,3,TC2,"Standard thermal evolution models of giant planets employ initial conditions that are, to some extent, arbitrarily chosen, selected more for computational expediency than for physical accuracy. Since eventually the initial conditions (i)_____ the evolving planet, this approach is more (ii)_____ for mature planets than it is for young planets.",become irrelevant to,are recreated by,enforce constraints on,involved,unpredictable,valid,,,,A|F,A|F,,,TCSE_101-150.pdf
S120Q04,120,medium,4,TC2,"The city’s traffic-planning department has been working hard to (i)______ drivers. Closely spaced stop lights have been added on roads into town, causing delays. Pedestrian underpasses designed to allow traffic to flow freely across major intersections have been (ii)______.",assist,calm,discourage,enhanced,stabilized,removed,,,,C|F,C|F,,,TCSE_101-150.pdf
S120Q05,120,medium,5,TC2,"Gelles urges readers of Abigail Adams’ letters to consider their (i)_____: in Adams’ era women were denied a public persona separate from that of their husbands. That said, Gelles then (ii)_____ to promote Adams from a writer of private letters to a public figure, arguing that she was a significant force for change.",value,context,style,strains,neglects,fails,,,,B|D,B|D,,,TCSE_101-150.pdf
S120Q06,120,medium,6,TC3,"Computers’ triumph in chess had been engineered not by creating machines that (i)_____ human thought, as most experts in artificial intelligence had expected, but by perfecting machines that played like machines. The analogy with flight is (ii)_____: as long as people tried to fly by imitating birds, attaching wings to their arms and flapping madly, they were (iii)_____ to fail. Once engineering escaped the paradigm of the familiar, however, people were soon flying much faster than birds.",aped,shelved,subverted,disingenuous,instructive,narrow,expected,likely,doomed,A|E|I,A|E|I,,,TCSE_101-150.pdf
S120Q07,120,medium,7,SE,"Because the political situation seriously impeded international communication, French scientific research was at that time uncharacteristically _____.",biased,insular,competitive,misleading,deceptive,parochial,,,,B|F,B|F,,,TCSE_101-150.pdf
S120Q08,120,medium,8,SE,"Other monarchs have been accused by posterity of murder and treason without having come to be regarded with such _____, perhaps because the cases against them have never been satisfactorily proved.",equivocation,opprobrium,trepidation,infamy,levity,ambivalence,,,,B|D,B|D,,,TCSE_101-150.pdf
S120Q09,120,medium,9,SE,Many macroscopic or higher-level properties on the basis of which we sort chemicals into types are not _____ the chemical structure itself but instead only manifest themselves under certain conditions or in particular contexts.,inherent in,intrinsic to,equivalent to,influenced by,affected by,separable from,,,,A|B,A|B,,,TCSE_101-150.pdf
S120Q10,120,medium,10,SE,"It is rare for a prominent member of the company to leave without some ____. Smith, who resigned with civility, is an exception.",acrimony,bitterness,trepidation,apprehension,regret,embarrassment,,,,A|B,A|B,,,TCSE_101-150.pdf
S121Q01,121,easy,1,TC1,"Because the organization she inherited was remarkably _____, her first priority was the establishment of a vigorous fund-raising campaign.",controversial,high-minded,impecunious,multifarious,antiquated,,,,,C,C,,,TCSE_101-150.pdf
S121Q02,121,easy,2,TC1,"Unlike some models of mathematical tasks that distinguish between lower and higher cognitive demands, Carolyn Kieran’s model focuses only on the type of algebraic activity and thus is not ______ with regard to cognitive demand.",consistent,equitable,indeterminate,discriminatory,extraneous,,,,,D,D,,,TCSE_101-150.pdf
S121Q03,121,easy,3,TC2,"The reason geological activity on Mars is so (i)_____ while on Earth it remains (ii)______ is that Earth’s diameter is about twice the size of Mars. Because Mars is smaller than Earth, it cooled faster, and therefore it lost the interrial heat that drives tectonic activity.",localized,moribund,violent,vital,unnoticed,predictable,,,,B|D,B|D,,,TCSE_101-150.pdf
S121Q04,121,easy,4,TC2,"The lobbyist argues that current environmental regulations must be (I)________ to prevent a recession, thus reviving the notion that economic progress and environmental protection are inherently (ii)________.",introduced,softened,reviewed,inviolable,incompatible,unsustainable,,,,B|E,B|E,,,TCSE_101-150.pdf
S121Q05,121,easy,5,TC2,"The apparent promise of clean alternatives to environmentally harmful fossil fuels might actually (i)_______ fossil-fuel industries by framing energy problems not as a matter of excessive consumption but rather as a remediable lack of clean energy production, thus enticing citizens to (ii)______ the current energy consumption patterns from which fossil-fuel industries profit.",benefit,pressure,transform,call attention to,demand changes in,remain complacent about,,,,B|E,B|E,,,TCSE_101-150.pdf
S121Q06,121,easy,6,TC3,"The lack of (i)______ the poetry of the postwar decades has led not, as one might have expected, to (ii)______ poetry, but to a curious closure in which all poets and forms of poetry are (iii)_______ and alone, not even respected establishment poets.",interest in,consensus about,innovation in,pluralistic debate on,popular acceptance of,any experimentation in,marginalized,revered,tolerated,B|D|G,B|D|G,,,TCSE_101-150.pdf
S121Q07,121,easy,7,SE,"For literary critics and book reviewers, the notion of critical authority has become ______ in an age of quick, teeming Internet response, where all the old critical standards and parameters are in the process of being reinvented.",fluid,transparent,obvious,unstable,justifiable,defensible,,,,A|D,A|D,,,TCSE_101-150.pdf
S121Q08,121,easy,8,SE,"Although initially it may be difficult do discern the essay’s message of peace and conciliation, a close reading reveals its essentially _____ nature.",pacific,indolent,banal,lethargic,austere,dovish,,,,A|F,A|F,,,TCSE_101-150.pdf
S121Q09,121,easy,9,SE,"While the band’s music is loud and aggressive, it is never _____.",simpleminded,unsophisticated,subdued,restrained,melodious,disingenuous,,,,A|B,A|B,,,TCSE_101-150.pdf
S121Q10,121,easy,10,SE,There is a risk in _____ vagueness in speech: all kinds of distortions and lies can go unrecognized in the general haziness and so come off as facts.,detecting,sanctioning,castigating,countenancing,discerning,perpetuating,,,,B|D,B|D,,,TCSE_101-150.pdf
S122Q01,122,medium,1,TC1,"All the scholars at the conference agree on the character of the general philosophical concepts under discussion, but this does not imply _____ with regard to details.",an element of controversy,an excess of uncertainty,a lack of conformity,a mood of curiosity,a community of opinion,,,,,E,E,,,TCSE_101-150.pdf
S122Q02,122,medium,2,TC1,Suspicion is arguably a natural self-protective instinct essential to the survival of individuals and societies: a human being or community that is totally _____ is inviting trouble.,exultant,regressive,reclusive,ingenuous,apprehensive,,,,,D,D,,,TCSE_101-150.pdf
S122Q03,122,medium,3,TC2,"Various factors complicate researchers’ efforts to study time spent on housework. For example, housework may not stand out much in respondents’ memories because it is so (i)_____ everyday life, and (ii)_____ problems among survey subjects may thus be more severe than for other activities.",integral to,disruptive of,essential to,logistical,recollection,fabrication,,,,A|E,A|E,,,TCSE_101-150.pdf
S122Q04,122,medium,4,TC2,"There is a somewhat (i)_____ trend emerging in property law today: though property law historically has been used to legitimize the conquest of indigenous lands, indigenous groups worldwide are now (ii)_____ this same body of law to lay claim to their own cultural resources.",ironic,untimely,redundant,circumventing,employing,invalidating,,,,A|E,A|E,,,TCSE_101-150.pdf
S122Q05,122,medium,5,TC2,Among geophysicists there was considerably less (i)_____ the proposed environment measure than the (ii)_____ media accounts of the conference would suggest: the debate was often animated but never uncivil.,ambivalence toward,satisfaction with,rancor over,sanitized,sensationalized,poignant,,,,C|E,C|E,,,TCSE_101-150.pdf
S122Q06,122,medium,6,TC3,"Genetic researchers have recently suggested that our political learnings may be determined by our DNA, a view that tends to undermine our reflective self-flattery. We (i)_____ the idea that personal politics are entirely (ii)_____. The genetic explanation for ideology (iii)_____ our belief that we are persuaded only by rational arguments.",recoil from,revel in,puzzle over,deliberative,inexpensive,self-serving,defies,entails,parallels,B|D|G,B|D|G,,,TCSE_101-150.pdf
S122Q07,122,medium,7,SE,"French’s tone was reasonable, _____ almost, but the gaze she fixed on Backhouse over her reading spectacles had something of defiance in it.",distracted,preoccupied,deferential,apprehensive,respectful,inquisitive,,,,C|E,C|E,,,TCSE_101-150.pdf
S122Q08,122,medium,8,SE,"The book is impressively _____, drawing from multiple disciplines and perspectives, and resting on diverse and extensive archival sources, autobiographies, published collections of letter, and works of history.",learned,progressive,comprehensive,concise,succinct,erudite,,,,A|F,A|F,,,TCSE_101-150.pdf
S122Q09,122,medium,9,SE,The latest publications predicting disastrous coastal erosion are likely to seem _____ to knowledgeable readers because variations on the same claims have been effectively refuted in the past few years.,intriguing,dubious,baffling,alarming,unsettling,suspect,,,,B|F,B|F,,,TCSE_101-150.pdf
S122Q10,122,medium,10,SE,"Ursula Le Guin claims that looking at schoolbooks from around 1900 can be _____, given that the level of literacy and general cultural knowledge expected of a mere ten-year-old was, she notes, “rather awesome”.",reassuring,stimulating,dreary,tedious,scary,intimidating,,,,E|F,E|F,,,TCSE_101-150.pdf
S123Q01,123,hard,1,TC1,"With Robert Lowell’s death, poetry appears to have shrunk from the ground he commandeered: his grand conception of the port as public conscience has _____ in the present era of notably small and private poems.",met little resistance,experienced increased momentum,garnered newfound credibility,generated unqualified enthusiasm,gained scant traction,,,,,E,E,,,TCSE_101-150.pdf
S123Q02,123,hard,2,TC1,"The researchers theorized that people in power focus so keenly on their own prerogatives that they become oblivious to those around them and that their subordinates, not wanting to provoke the boss, _____ this process.",subvert,imitate,abet,expose,underestimate,,,,,C,C,,,TCSE_101-150.pdf
S123Q03,123,hard,3,TC2,"Far from being (i)_____ the corporate world because of cutbacks, serious scientific researchers are playing a growing role in innovation in certain firms. The explanation for this apparent paradox is that innovative companies are not looking for full-time scientists; they want moonlighting academics, professors (ii)_____ to work temporary projects.",banished from,relegated to,reinstated in,disinclined,unauthorized,disposed,,,,A|F,A|F,,,TCSE_101-150.pdf
S123Q04,123,hard,4,TC2,"The enlightenment philosophers of the eighteenth century acknowledged that unrestricted freedom to publish could (i)_____ motivated by envy or hatred, but they hoped that any such (ii)_____ enabled by expanded liberties would suffer from being publicly exposed.",encourage blandishments,facilitate calumny,constrain vituperation,evasion,defamation,prurience,,,,B|E,B|E,,,TCSE_101-150.pdf
S123Q05,123,hard,5,TC3,"The mind has a tendency to (i)_____ abstractions, so that one might envision the ego existing somewhere physically in the brain, but Freud (ii)_____ such a physical structure: rather, he (iii)_____.",create,hypostatize,incorporate,did not posit,did not preclude,did not abjure,believed that it is illusory,theorized that it is autonomous,regard it as a process,B|D|G,B|D|G,,,TCSE_101-150.pdf
S123Q06,123,hard,6,TC3,"Greenhouse gases emitted into atmosphere are virtually permanent, and because they (i)_________ in the atmosphere, their effects is (ii)_______. These facts necessitate that policies related to greenhouse gases differ from policies related to various pollutants whose effects are (iii)______ and often temporary.",disperse evenly,accrue gradually,persist indefinitely,subtle,global,transit,local,contrary,hazardous,A|E|G,A|E|G,,,TCSE_101-150.pdf
S123Q07,123,hard,7,SE,"Conchita evinced _____ the arts: her favorite activities included visiting museums, attending plays or concerts, and reading poetry aloud.",a proclivity for,a preoccupation with,an indifference toward,an optimism about,an affinity for,a detachment from,,,,A|E,A|E,,,TCSE_101-150.pdf
S123Q08,123,hard,8,SE,"Computerized facial-recognition systems can be _____ by any number of factors, from the dirt caked on a camera lens to a hat pulled low over a subject’s face.",neutralized,calibrated,augmented,ameliorated,stymied,confounded,,,,A|E,A|E,,,TCSE_101-150.pdf
S123Q09,123,hard,9,SE,Some social scientists who begin their studies of small communities with the intention of remaining detached revise their initial approach on discovering that personal involvement with subjects can actually ______ the gathering of important data.,influence,expedite,facilitate,circumvent,affect,intensify,,,,B|C,B|C,,,TCSE_101-150.pdf
S123Q10,123,hard,10,SE,"Since their first appearance in the nineteenth century, commuter suburbs have been widely _____ in print as both a social disaster and an aesthetic desert.",condemned,identified,discussed,diagnosed,welcomed,embraced,,,,B|D,B|D,,,TCSE_101-150.pdf
S124Q01,124,medium,1,TC1,The fanciful notion that the legislative initiative would bring unlimited social benefits has soured into an equally _____ mood of skepticism and distrust.,valid,pessimistic,unanticipated,pragmatic,baseless,,,,,E,E,,,TCSE_101-150.pdf
S124Q02,124,medium,2,TC1,"The use of the term “greenhouse effect” is a complete ______, because it is not a veracious description of such a complicated transformation.",anomaly,spontaneity,mishap,misnomer,appositeness,,,,,D,D,,,TCSE_101-150.pdf
S124Q03,124,medium,3,TC2,The man was an avowed (i)_____: he made no secret of his disdain for (ii)_____ endeavor.,partisan,dilettante,philistine,political,aesthetic,amateur,,,,C|E,C|E,,,TCSE_101-150.pdf
S124Q04,124,medium,4,TC2,"Some people argue that the increased gap between rich and poor is caused (i)_____, which tends to favor those who are already wealthy because they have knowledge, skills, and access to information that the poor do not have; from the above perspective, the world is (ii)_____ into two groups, one able to exploit the system to its advantage, the other forced to suffer the negative effects of the new economic order.",entirely by the bourgeoisie,partly by globalization,to a significant degree by demography,truncated,polarized,desiccated,,,,C|E,C|E,,,TCSE_101-150.pdf
S124Q05,124,medium,5,TC3,"In the nineteenth century the (i) _____ advanced mechanical printing techniques made it possible for newspaper owners to print newspapers cheaply and in mass quantities, but unlike many other mechanized industries, where machines (ii) _____ workers, the new printing machines required trained compositors to run them, thereby (iii) _____ the demand for skilled printing labor.",wide application of,extensive resistance to,great expense of,marginalized,intrigued,isolated,ignoring,anticipating,increasing,A|D|I,A|D|I,,,TCSE_101-150.pdf
S124Q06,124,medium,6,TC3,"In some ways, fascism can be viewed as (i)_____ social contract: The individual (ii)_____ nearly all his or her political identity and (iii)_____ to the state.",an arbitrary,an altruistic,the ultimate,cedes,ascribes,denies,machinations,autonomy,ascendancy,B|D|H,B|D|H,,,TCSE_101-150.pdf
S124Q07,124,medium,7,SE,"In denying him a promotion, management cited his ______ decision making, charging that his judgements were based on vagaries rather than careful forethought.",capricious,dogmatic,atrocious,cavalier,authoritative,cogent,,,,A|D,A|D,,,TCSE_101-150.pdf
S124Q08,124,medium,8,SE,"Berwick, middle-aged, soft-spoken, and _____, with a keen sense of how to use this apparent ordinariness to his advantage, began with a gripping story about how a firefighter saved himself during a forest fire by using a completely improbable tactic.",imperturbable,implacable,unimaginative,unprepossessing,unremarkable,unruffled,,,,D|E,D|E,,,TCSE_101-150.pdf
S124Q09,124,medium,9,SE,"Investigating physiological ______ is not how biologists typically study function and structure, but it is not entirely unreasonable—if abnormalities in the lungs hinder breathing, then the lungs are very likely the organ required for breathing.",deficiencies,properties,theories,irregularities,conjectures,anomalies,,,,D|F,D|F,,,TCSE_101-150.pdf
S124Q10,124,medium,10,SE,"Many great ghost stories remain _____ about the existence of their phantoms, whereas others leave no doubt about their ghosts’ reality.",ambiguous,mute,arch,ominous,positive,confident,,,,A|B,A|B,,,TCSE_101-150.pdf
S125Q01,125,medium,1,TC1,"Some of writers whose interviews with the Paris Review are included in this volume were caught in the final years of their lives, and these interviews thus lend ______ mood to the collection.",an autumnal,a scintillating,a liberal,an apolitical,a cosmopolitan,,,,,A,A,,,TCSE_101-150.pdf
S125Q02,125,medium,2,TC1,"Writing accessories such as letter openers, pen trays, and memorandum pads became tremendously popular during the Victorian era, and by far the most ubiquitous of such _____ was the letter box.",epistles,appurtenances,vexations,vestiges,frugalities,,,,,B,B,,,TCSE_101-150.pdf
S125Q03,125,medium,3,TC2,"Professor Redfield describes in his recent book publishing as dark as it is deep, even as one hidebound industry. Indeed, it is facing a profound change in its product model, but is so (i)_____ its past as to be(ii)_____ opportunities offered by technological change.",indebted in,encumbered by,irrelevant with,unable to seize,capable of seeking,definite to circumvent,,,,B|D,B|D,,,TCSE_101-150.pdf
S125Q04,125,medium,4,TC2,"Researchers in University of Maryland discover that many people subconsciously think that in assessment of others competence and warmth are (i)_____: when they feel someone is highly capable, they will assert that he or she must have a tendency to be (ii)_____.",clearly interconnected,inversely related,physically paralyzed,passive,ephemeral,unfeeling,,,,B|F,B|F,,,TCSE_101-150.pdf
S125Q05,125,medium,5,TC2,With the rate of technological (i) _____ accelerating—many people now consider a personal computer (ii) _____ after three years—the question of how to properly dispose of old equipment is no small matter.,affordability,complexity,obsolescence,outdated,familiar,inestimable,,,,C|D,C|D,,,TCSE_101-150.pdf
S125Q06,125,medium,6,TC3,"In considering whether to (i)_____ mergers of large corporations, governments now must consider the impact of such mergers on a country’s international competitiveness; for example, the United States has allowed the mergers of (ii)_____ such as Lockheed and Boeing in the aerospace industry in the belief European consortiums, backed by government funding, could pose a threat to American (iii)_____ in that industry.",encourage,prevent,investigate,behemoths,offshoots,mavericks,chauvinism,preeminence,sovereignty,A|D|H,A|D|H,,,TCSE_101-150.pdf
S125Q07,125,medium,7,SE,"Although the courts have ______ an extremely flexible test for determining the admissibility of expert testimony, that does not mean that all experts will be allowed to testify.",underwritten,administered,waived,renounced,endorsed,rescinded,,,,A|E,A|E,,,TCSE_101-150.pdf
S125Q08,125,medium,8,SE,"For more than 100 years, anarchism has been an embarrassing estranged sibling in the family of international radicalism, and its bad behavior had made it easy to _____ the awkward but important questions anarchism poses.",exacerbate,answer,dismiss,ignore,aggravate,embrace,,,,C|D,C|D,,,TCSE_101-150.pdf
S125Q09,125,medium,9,SE,"Rosen argues that in the early years of the United States, individual states played important roles in the governance of American Indians, thereby _____ the common assumption that Indian policy was exclusively the federal government’s domain.",reinforcing,belying,adducing,contradicting,increasing,demonstrating,,,,B|D,B|D,,,TCSE_101-150.pdf
S125Q10,125,medium,10,SE,Katherine’s disobedient behavior earned her a _____ from her parent.,eulogy,rebuke,panegyric,mockery,commendation,agreement,,,,B|D,B|D,,,TCSE_101-150.pdf
S126Q01,126,medium,1,TC1,"It ought to be surprising that the bank falsified the numbers on its accounts; it is truly shocking that such _____ was documented, in black and white, and that regulators found it and did nothing about it.",chicanery,raillery,enmity,sagacity,probity,,,,,A,A,,,TCSE_101-150.pdf
S126Q02,126,medium,2,TC1,"Dialogue exchanges indicating deep-seated rivalries among the characters abound in the novel, but they are almost always associated with _____ events—everyday commercial transactions, for instance, or the preparation of an evening meal.",intimate,sporadic,quotidian,contentious,revelatory,,,,,C,C,,,TCSE_101-150.pdf
S126Q03,126,medium,3,TC2,"Gilbert saw himself as an investigator, a role whose mental state he (i)_____ with that of (ii)_____. Consequently he never accepted an academic position or wrote a comprehensive textbook, so that despite his years of intellectual leadership he never established a school of followers or articulated a distinctly Gilbertian creed.",contrasted,combined,equated,an administrator,a teacher,an engineer,,,,A|E,A|E,,,TCSE_101-150.pdf
S126Q04,126,medium,4,TC2,"There may be something (i)_____ about the very idea of jest, because it obeys no rules. The art of caricature, by contrast, is (ii)_____.",inappropriate,expansive,calculated,innately spontaneous,carelessly undisciplined,severely finite,,,,B|F,B|F,,,TCSE_101-150.pdf
S126Q05,126,medium,5,TC3,"For feminist scholars, Kessler-Harris’s concern that the term “labor history” (i)_____ images of male workers exclusively may be (ii)_____; her own immense contributions to the field offer evidence that feminism has (iii)_____ the questions posed by labor historians, moving women’s concerns from the periphery closer to the center of labor history writing.",spurns,subsumes,evokes,overly bold,too pessimistic,unwittingly condescending,negated,altered,underscored,C|E|H,C|E|H,,,TCSE_101-150.pdf
S126Q06,126,medium,6,TC3,"Rocke’s history of the emergence of the theory of chemical structure encapsulates over 30 years of research on nineteenth-century chemistry. This is (i)_____, since structure theory emerged gradually through the efforts of a network of chemists distributed across several countries. Rocke focuses on just a few key figures, a strategy that necessarily involves some (ii)_____ of detail but that leads to (iii)_____ account of the subject.",something often undertaken,a regrettable ploy,no mean feat,sacrifice,redundancy,appreciation,a digestible,an untrustworthy,a digressive,C|D|G,C|D|G,,,TCSE_101-150.pdf
S126Q07,126,medium,7,SE,One can only bemoan how the wonderfully rich collections of genuine fossil specimens seen of yore in museum displays are being replaced by the _____ talking plastic of so-called virtual reality.,ubiquitous,exasperating,estimable,showy,meretricious,worthwhile,,,,D|E,D|E,,,TCSE_101-150.pdf
S126Q08,126,medium,8,SE,"Potential readers may well be put off by the rather opaque quality of the prose in this book, which at times seems deliberately _____ the uninitiated reader.",aimed at,inclined toward,inconvenient for,tailored for,inaccessible to,insurmountable for,,,,E|F,E|F,,,TCSE_101-150.pdf
S126Q09,126,medium,9,SE,"If aging is merely an avoidable by-product of life rather than a necessary progression, it is possible that we might eventually forestall _____.",senescence,dynamism,decrepitude,privation,ennui,voidness,,,,A|C,A|C,,,TCSE_101-150.pdf
S126Q10,126,medium,10,SE,"The idea that Jim was _____, that he loved fighting for the sake of fighting, was a mistake, in reality he was a kind and gentle person.",truculent,audacious,brazen,obtuse,pugnacious,sapiential,,,,A|E,A|E,,,TCSE_101-150.pdf
S127Q01,127,medium,1,TC1,"In considering human behavior, theoreticians tend to emphasize cognition in spite of the fact that psychological research suggests the _____ of affect: it suggests that our behavior derives above all from fast, automated emotional judgements.",inefficacy,elusiveness,spontaneity,irrationality,primacy,,,,,E,E,,,TCSE_101-150.pdf
S127Q02,127,medium,2,TC1,The development of junior high schools in American education was motivated by _____ rather than by pedagogical validity: these schools provided an efficient and inexpensive way to eliminate overcrowding in the high schools.,idealism,reform,expediency,privilege,tradition,,,,,C,C,,,TCSE_101-150.pdf
S127Q03,127,medium,3,TC2,"The geographer held a (i)_____ view of the succession of theoretical trends( environmental determinism, spatial determinism, and various types of critical theory) in her field, maintaining that theory can (ii)_____ what is transpiring in a complex environment by focusing excessively on the favored schemes and variables of the moment.",self-contradictory,sanguine,deprecatory,exacerbate,obfuscate,magnify,,,,C|E,C|E,,,TCSE_101-150.pdf
S127Q04,127,medium,4,TC2,"The (i)_____ of the entrepreneur that the microfinance boom has helped foster is understandably appealing. But thinking that everyone is, and should be, an entrepreneur can encourage a tendency to (ii)_____ the virtues of larger businesses and the income that a steady job can provide.",demise,evolution,cult,emphasize,advertise,underrate,,,,C|F,C|F,,,TCSE_101-150.pdf
S127Q05,127,medium,5,TC3,The (i)_____ of community ecology and population ecology is (ii)_____ insofar as the two subdisciplines partly address issues at different hierarchical levels and different spatial and temporal scales. But it is harmful insofar as it (iii)_____ the fields’ mutual enrichment.,expansion,divergence,maturation,anomalous,timely,understandable,hampers,protracts,overstates,B|F|G,B|F|G,,,TCSE_101-150.pdf
S127Q06,127,medium,6,TC3,"The danger often facing authors of satirical works is that if the audience is not (i)_____ the joke, the piece may end up (ii)_____ the behavior it was trying to (iii)_____.",already frustrated by,willing to laugh at,discerning enough to get,reinforcing,depicting,elucidating,conceal,support,ridicule,C|D|I,C|D|I,,,TCSE_101-150.pdf
S127Q07,127,medium,7,SE,"Meera Mukherjee observed that while the work of the artisan has its well-defined contours, the artist is without palpable _____: like an explorer, the artist continually faces new regions of experience.",opportunities,rewards,bounds,risks,limits,hazards,,,,C|E,C|E,,,TCSE_101-150.pdf
S127Q08,127,medium,8,SE,"The panel’s failure to acknowledge the microbiologist as important in her field cannot be _____ a lack of accomplishment on her part, since her status as an important contributor to biology has been indisputably established.",attributed to,tantamount to,related to,explained by,obviated by,averted by,,,,A|D,A|D,,,TCSE_101-150.pdf
S127Q09,127,medium,9,SE,"In 1839, working-class revolutions have been a real possibility in the industrialized countries of western Europe, but because revolutionary groups were poorly organized and led, government and employers regarded the movements with understandable _____.",distaste,placidity,concern,complacency,foreboding,solicitude,,,,B|D,B|D,,,TCSE_101-150.pdf
S127Q10,127,medium,10,SE,"Many innovative breakthroughs come about when people venture beyond their own areas of expertise, because often it takes an outsider to ask the naïve questions that may yield _____ solution.",a constructive,an unconventional,an amicable,an agreeable,a practical,an original,,,,B|F,B|F,,,TCSE_101-150.pdf
S128Q01,128,medium,1,TC1,While many books have emphasized the differences between Delaney and his father—and his need to differentiate himself from his father—Delaney takes pains in this memoir to _____ his closeness with his dad.,underscore,question,repudiate,sidestep,trivialize,,,,,A,A,,,TCSE_101-150.pdf
